year,state,coc_name,coc_number,spm0_coc_award_amount,ahar_part_1_coc_category,spm0_total_non_dv_beds_on_hic_es_th,spm0_total_non_dv_hmis_beds_on_hic_es_th,spm1_es_sh_avg_days,spm1_es_sh_median_days,spm1_es_sh_th_avg_days,spm1_es_sh_th_median_days,spm2_total_persons_exited_so_es_th_sh_ph,spm2_total_persons_returns_in_6_mths,spm2_total_persons_returns_in_12_mths_should_include_the_6_month_cohort,spm2_total_persons_returns_in_24_mths_should_include_both_the_6_and_12_month_cohort,spm3_total_hmis_count,spm4s_total_stayers_persons,spm4s_total_stayers_increased_earned_income,spm4s_total_stayers_increased_non_employment_cash_income,spm4s_total_stayers_increased_total_income,spm4l_total_leavers_persons,spm4l_total_leavers_increased_earned_income,spm4l_total_leavers_increased_non_employment_cash_income,spm4l_total_leavers_increased_total_income,spm5_es_sh_th_1st_time_homeless,spm5_es_sh_th_ph_1st_time_homeless,spm7_total_persons_exiting_street_outreach_so,spm7_total_persons_exited_so_to_temporary_destinations,spm7_total_persons_exited_so_to_permanent_destinations,spm7_total_persons_exiting_es_th_sh_ph_rrh,spm7_total_persons_exiting_es_th_sh_ph_rrh_to_permanent_housing,spm7_total_persons_exiting_ph_or_remaining_in_ph_at_end_of_reporting_period_measure_excludes_ph_rrh,spm7_total_persons_exited_ph_to_permanent_destinations_or_remained_in_ph_for_6_mos_measure_excludes_ph_rrh
2015,IL,Decatur/Macon County CoC,IL-516,794780,"Smaller Cities, Counties, and Regional CoCs",289,123,180,94,228,141,55,4,5,5,0,315,32,65,97,351,57,64,118,314,349,0,0,0,225,59,79,79
2015,IL,Aurora/Elgin/Kane County CoC,IL-517,1621013,"Smaller Cities, Counties, and Regional CoCs",318,318,105,65,129,76,163,55,63,67,1741,68,5,10,15,61,13,5,17,888,945,0,0,0,1151,242,203,168
2015,IL,Rock Island/Moline/Northwestern Illinois CoC,IL-518,858536,"Smaller Cities, Counties, and Regional CoCs",269,170,,,,,0,0,0,0,,,,,,,,,,0,0,,,,,,,
2015,IL,West Central Illinois CoC,IL-519,650720,"Smaller Cities, Counties, and Regional CoCs",177,62,33,19,46,20,174,6,11,28,707,13,1,0,1,22,7,6,11,568,605,0,0,0,644,312,118,108
2015,IL,Southern Illinois CoC,IL-520,891318,"Smaller Cities, Counties, and Regional CoCs",326,186,74,30,113,33,426,6,10,14,928,23,0,0,0,22,5,0,5,735,819,0,0,0,769,198,142,142
2015,IN,South Bend/Mishawaka/St. Joseph County CoC,IN-500,1435007,"Smaller Cities, Counties, and Regional CoCs",380,380,29,15,133,48,369,37,54,88,1402,124,1,26,27,326,67,28,94,844,874,122,16,96,1104,325,203,190
2015,IN,Indiana Balance of State CoC,IN-502,10496669,Balance of State and Statewide CoCs,3268,2095,52,24,87,36,3683,358,505,698,9813,885,44,157,195,965,303,216,495,6925,8497,838,290,129,8456,4059,25738,22399
2015,IN,Indianapolis CoC,IN-503,4404410,Major Cities,1430,703,58,34,122,50,1078,88,137,229,3144,401,18,49,64,159,27,49,73,2162,2594,132,14,21,2789,1373,816,767
2015,KS,Wichita/Sedgwick County CoC,KS-502,2138663,Major Cities,365,315,58,27,71,29,826,83,128,165,1803,92,7,9,15,147,26,47,71,1710,1956,501,197,55,1233,720,520,457
2015,KS,Topeka/Shawnee County CoC,KS-503,1867911,"Smaller Cities, Counties, and Regional CoCs",392,312,202,105,202,105,92,13,22,29,959,175,2,4,6,50,8,21,26,682,758,0,0,0,465,465,395,378
2015,KS,Overland Park/Shawnee/Johnson County CoC,KS-505,675358,"Smaller Cities, Counties, and Regional CoCs",85,85,73,40,99,56,161,8,8,12,271,23,5,11,13,341,37,16,47,220,302,22,7,7,293,110,119,79
2015,KS,Kansas Balance of State CoC,KS-507,2539223,Balance of State and Statewide CoCs,1267,776,228,31,275,13,1621,189,279,356,2400,787,27,34,54,2543,445,152,560,1442,1583,148,25,60,2271,971,141,106
2015,KY,Kentucky Balance of State CoC,KY-500,7981008,Balance of State and Statewide CoCs,1299,869,39,20,87,32,3272,201,296,411,4306,356,24,56,78,590,94,73,161,3150,4089,19,5,3,4213,2359,1177,1080
2015,KY,Louisville/Jefferson County CoC,KY-501,9064742,Major Cities,1018,1018,41,13,72,19,1651,329,408,502,6015,442,29,81,103,393,76,59,125,3670,3836,384,212,67,6074,1553,2452,2252
2015,KY,Lexington/Fayette County CoC,KY-502,1589681,"Smaller Cities, Counties, and Regional CoCs",1210,747,39,10,88,26,694,60,84,112,3998,81,5,0,5,597,17,2,18,2645,2759,1,0,0,3199,640,206,179
2015,LA,Lafayette/Acadiana CoC,LA-500,2474843,"Smaller Cities, Counties, and Regional CoCs",316,312,45,15,111,50,570,46,72,120,1403,104,5,41,45,265,51,51,97,851,933,162,65,36,868,592,232,214
2015,LA,Shreveport/Bossier/Northwest CoC,LA-502,3890343,"Smaller Cities, Counties, and Regional CoCs",526,397,64,26,82,29,581,38,81,135,2134,156,10,19,26,140,19,26,34,1504,1581,192,11,28,1607,451,353,298
2015,LA,New Orleans/Jefferson Parish CoC,LA-503,18367757,Major Cities,1154,1060,45,14,60,19,1903,192,272,354,5460,1018,3,22,23,493,84,81,162,3606,4217,846,209,553,1613,1142,1992,1886
2015,LA,Monroe/Northeast Louisiana CoC,LA-505,1617421,"Smaller Cities, Counties, and Regional CoCs",181,64,41,13,55,17,456,28,39,54,128,58,2,31,32,51,13,8,21,94,495,108,11,27,480,347,132,126
2015,LA,Slidell/Southeast Louisiana CoC,LA-506,2291529,"Smaller Cities, Counties, and Regional CoCs",181,68,16,2,136,49,123,6,9,15,302,160,12,62,62,65,12,19,27,221,347,0,0,0,282,151,282,273
2015,LA,Alexandria/Central Louisiana CoC,LA-507,704860,"Smaller Cities, Counties, and Regional CoCs",167,98,10,7,38,22,219,10,18,34,275,21,0,1,1,108,13,11,23,224,320,202,0,3,340,243,101,89
2015,LA,Houma-Terrebonne/Thibodaux CoC,LA-508,1067678,"Smaller Cities, Counties, and Regional CoCs",133,105,15,1,28,1,179,11,11,21,585,92,1,14,14,25,0,6,5,490,537,0,0,0,573,95,214,205
2015,LA,Louisiana Balance of State (BoS),LA-509,13167485,Balance of State and Statewide CoCs,869,567,37,14,126,20,109,25,38,45,210,7,0,0,0,0,0,0,0,149,149,0,0,0,150,117,97,88
2015,MA,Boston CoC,MA-500,23987809,Major Cities,6191,5444,412,276,414,282,721,74,94,125,17418,773,0,485,485,264,0,96,96,8514,9471,1440,16,36,1240,764,5517,5066
2015,MA,Lynn CoC,MA-502,1784969,"Smaller Cities, Counties, and Regional CoCs",535,495,348,253,358,257,283,10,19,23,1522,160,1,8,9,19,1,4,4,750,908,0,0,0,650,265,188,180
2015,MA,Cape Cod/Islands CoC,MA-503,1932912,"Smaller Cities, Counties, and Regional CoCs",257,257,116,76,134,82,366,27,38,56,943,115,1,2,3,26,0,0,0,553,630,0,0,0,661,224,327,285
2015,MA,Springfield CoC,MA-504,3230835,"Smaller Cities, Counties, and Regional CoCs",1994,1849,210,141,212,143,1182,20,48,94,6607,174,6,50,54,43,6,11,17,3218,3652,15,0,0,4731,1522,479,462
2015,MA,New Bedford CoC,MA-505,1688210,"Smaller Cities, Counties, and Regional CoCs",411,411,100,59,124,73,380,14,28,40,937,93,13,25,37,55,18,17,33,647,790,0,0,0,715,349,429,399
2015,MA,Worcester City & County CoC,MA-506,6595065,"Smaller Cities, Counties, and Regional CoCs",1348,1313,96,56,132,69,1427,207,290,342,3644,309,11,118,120,179,18,69,80,2324,2625,70,12,6,2958,1180,1014,945
2015,MA,Pittsfield/Berkshire County CoC,MA-507,1797223,"Smaller Cities, Counties, and Regional CoCs",515,501,75,42,133,72,398,4,22,49,1751,68,5,25,30,157,36,32,64,1164,1344,0,0,0,1598,489,356,313
2015,MA,Lowell CoC,MA-508,808792,"Smaller Cities, Counties, and Regional CoCs",472,427,8142,77,8345,78,0,0,0,0,1515,0,0,0,0,0,0,0,0,1085,1085,0,0,0,688,84,0,0
2015,MA,Cambridge CoC,MA-509,4164930,"Smaller Cities, Counties, and Regional CoCs",421,357,45,10,83,12,121,5,14,17,1706,71,2,22,21,28,4,5,8,833,873,113,39,15,1232,56,187,178
2015,MA,Gloucester/Haverhill/Salem/Essex County CoC,MA-510,1724266,"Smaller Cities, Counties, and Regional CoCs",1468,1396,237,247,240,251,599,27,44,63,4081,60,6,24,30,11,2,4,5,2172,2238,0,0,0,2424,1482,337,306
2015,MA,Quincy/Brockton/Weymouth/Plymouth City and County CoC,MA-511,5453087,"Smaller Cities, Counties, and Regional CoCs",926,915,182,58,182,60,989,134,183,225,4029,358,39,197,215,61,7,30,35,2115,2778,35,1,2,4190,925,624,605
2015,MA,Fall River CoC,MA-515,1749357,"Smaller Cities, Counties, and Regional CoCs",397,358,91,68,98,71,352,30,35,46,1294,63,7,23,27,14,4,7,11,1020,1067,0,0,0,1021,522,212,209
2015,MA,Massachusetts Balance of State,MA-516,11715812,Balance of State and Statewide CoCs,1357,1179,234,150,236,154,649,17,27,35,7006,119,2,27,25,23,7,9,15,3938,4041,10,0,0,4593,733,385,349
2015,MA,Somerville CoC,MA-517,1925107,"Smaller Cities, Counties, and Regional CoCs",164,164,135,71,172,98,77,2,3,4,366,59,7,9,14,27,7,6,11,224,258,0,0,0,254,82,168,152
2015,MA,Attleboro/Taunton/Bristol County CoC,MA-519,819144,"Smaller Cities, Counties, and Regional CoCs",215,185,136,94,155,98,246,9,13,17,543,36,2,6,8,8,1,8,4,48,60,0,0,0,376,225,15,4
2015,MD,Cumberland/Allegany County CoC,MD-500,699622,"Smaller Cities, Counties, and Regional CoCs",111,89,0,0,255,111,113,9,13,19,105,0,0,0,0,0,0,0,0,291,322,53,5,23,360,356,145,140
2015,MD,Baltimore City CoC,MD-501,20113771,Major Cities,2415,1692,109,59,206,111,1269,71,116,173,4233,1078,91,304,376,586,171,141,292,2791,3654,678,204,250,3082,1396,2248,2141
2015,MD,Harford County CoC,MD-502,927130,"Smaller Cities, Counties, and Regional CoCs",121,109,115,84,184,128,139,4,11,16,317,49,4,8,11,24,3,3,6,195,206,41,25,7,199,86,133,118
2015,MD,Annapolis/Anne Arundel County CoC,MD-503,2175878,"Smaller Cities, Counties, and Regional CoCs",216,216,83,56,119,68,360,38,50,61,951,114,12,35,43,64,13,15,27,646,678,0,0,0,752,360,221,205
2015,MD,Howard County CoC,MD-504,789594,"Smaller Cities, Counties, and Regional CoCs",98,98,118,87,192,105,105,4,4,4,271,41,0,0,0,1,1,0,1,157,159,0,0,0,196,108,69,69
2015,MD,Baltimore County CoC,MD-505,2766391,"Smaller Cities, Counties, and Regional CoCs",380,380,70,53,73,54,721,51,84,130,2001,117,1,7,8,46,8,13,18,1458,1817,811,229,99,1860,1154,242,240
2015,MD,Carroll County CoC,MD-506,390079,"Smaller Cities, Counties, and Regional CoCs",104,104,100,67,132,78,135,2,10,19,398,25,1,8,9,37,3,9,11,240,251,16,3,7,334,155,39,34
2015,MD,Cecil County CoC,MD-507,244476,"Smaller Cities, Counties, and Regional CoCs",109,62,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,MD,"Charles, Calvert, St.Mary's Counties CoC",MD-508,2521547,"Smaller Cities, Counties, and Regional CoCs",311,311,95,49,133,77,308,14,28,41,545,98,0,20,20,67,9,16,23,351,600,0,0,0,564,302,338,324
2015,MD,Frederick City & County CoC,MD-509,569765,"Smaller Cities, Counties, and Regional CoCs",237,237,52,20,161,50,72,1,4,5,633,62,8,32,35,30,7,8,15,449,449,49,3,0,533,71,21,20
2015,MD,Garrett County CoC,MD-510,255878,"Smaller Cities, Counties, and Regional CoCs",10,10,1,1,198,203,147,7,15,22,31,88,2,2,4,29,1,1,2,29,228,0,0,0,87,74,34,29
2015,MD,Mid-Shore Regional CoC,MD-511,723480,"Smaller Cities, Counties, and Regional CoCs",68,63,60,13,96,20,85,4,10,13,285,39,2,17,18,9,0,3,3,232,334,44,1,21,225,86,114,112
2015,MD,Hagerstown/Washington County CoC,MD-512,503819,"Smaller Cities, Counties, and Regional CoCs",202,103,0,0,0,0,0,0,0,0,0,58,0,5,5,35,0,13,13,0,0,0,0,0,0,0,0,0
2015,MD,Wicomico/Somerset/Worcester County CoC,MD-513,1203629,"Smaller Cities, Counties, and Regional CoCs",240,240,70,36,90,39,336,35,60,83,938,113,11,65,70,21,1,9,8,653,820,0,0,0,907,456,261,256
2015,MD,Prince George`s County/Maryland CoC,MD-600,4944748,"Smaller Cities, Counties, and Regional CoCs",444,327,88,71,194,104,523,12,23,50,1281,163,5,18,22,70,19,16,30,755,782,17,1,15,895,453,507,485
2015,MD,Montgomery County CoC,MD-601,8202360,"Smaller Cities, Counties, and Regional CoCs",541,541,93,57,143,68,1058,53,91,146,2798,316,52,163,189,122,30,53,74,1606,1649,261,82,45,2139,680,1886,1842
2015,ME,Maine Balance of State CoC,ME-500,11977853,Balance of State and Statewide CoCs,2213,2036,61,33,150,57,3337,437,616,798,7901,1231,84,539,592,463,34,145,173,4269,4759,1006,193,287,6017,2343,2913,2716
2015,MI,Michigan Balance of State CoC,MI-500,8790201,Balance of State and Statewide CoCs,1304,1077,27,9,64,14,5244,449,720,955,5825,335,5,13,18,534,98,79,172,4285,5776,301,44,163,6956,3908,1020,944
2015,MI,Detroit CoC,MI-501,26130090,Major Cities,2294,2163,61,35,104,57,5432,1257,1590,1961,9688,972,5,14,19,1046,153,207,348,5710,6919,1870,266,520,8971,4030,2647,2586
2015,MI,Dearborn/Dearborn Heights/Westland/Wayne County CoC,MI-502,3380983,"Smaller Cities, Counties, and Regional CoCs",264,264,54,43,108,72,1105,59,79,102,1012,52,4,10,14,246,40,10,50,690,867,0,0,0,974,561,365,357
2015,MI,St. Clair Shores/Warren/Macomb County CoC,MI-503,1197681,"Smaller Cities, Counties, and Regional CoCs",310,242,50,27,54,29,648,63,85,126,1741,77,0,5,5,14,2,7,9,1304,1479,186,68,111,1725,390,148,143
2015,MI,Pontiac/Royal Oak/Oakland County CoC,MI-504,5793784,"Smaller Cities, Counties, and Regional CoCs",256,247,63,29,133,48,109,7,9,10,968,331,22,97,112,169,20,50,66,659,918,298,87,147,1039,632,746,722
2015,MI,Flint/Genesee County CoC,MI-505,2294131,"Smaller Cities, Counties, and Regional CoCs",364,364,37,19,60,23,310,47,58,77,1547,98,0,23,23,94,8,30,36,1110,1241,453,159,74,1424,576,454,445
2015,MI,Grand Rapids/Wyoming/Kent County CoC,MI-506,5503523,"Smaller Cities, Counties, and Regional CoCs",680,680,76,45,97,58,703,67,118,157,2813,381,27,173,186,235,43,85,120,1787,2575,309,22,67,2451,1189,1591,1523
2015,MI,Portage/Kalamazoo City & County CoC,MI-507,1777855,"Smaller Cities, Counties, and Regional CoCs",519,519,37,18,56,20,369,38,71,103,1794,158,5,44,46,67,5,20,24,1969,2468,218,71,145,2077,1210,753,724
2015,MI,Lansing/East Lansing/Ingham County CoC,MI-508,2566614,"Smaller Cities, Counties, and Regional CoCs",379,303,35,20,40,22,1131,209,314,423,2881,129,4,26,28,151,15,36,51,1932,2103,221,41,45,2700,936,391,362
2015,MI,Ann Arbor/Washtenaw County CoC,MI-509,5708538,"Smaller Cities, Counties, and Regional CoCs",218,208,60,40,71,45,698,193,219,263,1411,149,8,35,37,98,23,22,36,1183,1402,294,57,123,1332,510,478,461
2015,MI,Saginaw City & County CoC,MI-510,1806174,"Smaller Cities, Counties, and Regional CoCs",282,282,53,22,74,25,808,115,182,253,1471,120,2,35,37,70,14,18,31,1036,1172,139,80,53,1320,643,354,340
2015,MI,Lenawee County CoC,MI-511,108386,"Smaller Cities, Counties, and Regional CoCs",51,33,39,30,68,44,121,12,27,28,147,9,0,3,3,2,0,1,1,104,256,148,88,53,278,69,9,9
2015,MI,"Grand Traverse, Antrim, Leelanau Counties CoC",MI-512,670841,"Smaller Cities, Counties, and Regional CoCs",215,215,48,35,66,40,422,71,108,141,729,0,0,0,0,0,0,0,0,452,517,38,17,19,598,291,153,145
2015,MI,"Marquette, Alger Counties CoC",MI-513,194878,"Smaller Cities, Counties, and Regional CoCs",58,34,19,9,78,13,77,0,4,12,168,15,0,0,0,24,7,2,9,136,235,12,3,4,234,163,42,42
2015,MI,Battle Creek/Calhoun County CoC,MI-514,326673,"Smaller Cities, Counties, and Regional CoCs",187,147,26,17,52,21,1148,226,300,364,1004,70,0,0,0,99,30,7,35,670,756,4,2,1,882,247,246,225
2015,MI,Monroe City & County CoC,MI-515,139126,"Smaller Cities, Counties, and Regional CoCs",186,186,53,40,108,62,210,30,45,55,650,8,0,0,0,69,10,12,21,448,483,0,0,0,561,207,18,16
2015,MI,Norton Shores/Muskegon City & County CoC,MI-516,577163,"Smaller Cities, Counties, and Regional CoCs",162,162,27,13,46,15,722,116,175,228,1202,3,0,0,0,16,2,0,2,870,915,100,7,73,1154,588,141,135
2015,MI,Jackson City & County CoC,MI-517,905738,"Smaller Cities, Counties, and Regional CoCs",158,158,37,14,95,21,591,57,91,121,832,30,2,2,4,35,4,5,9,582,672,247,17,90,807,369,91,89
2015,MI,Livingston County CoC,MI-518,219545,"Smaller Cities, Counties, and Regional CoCs",61,43,12,7,38,7,202,20,29,36,442,8,0,5,5,9,1,1,2,337,354,23,4,19,352,122,36,36
2015,MI,Holland/Ottawa County CoC,MI-519,1017124,"Smaller Cities, Counties, and Regional CoCs",315,315,51,27,108,38,294,51,79,106,1268,39,0,0,0,9,0,5,5,746,814,0,0,0,1062,674,95,93
2015,MI,Eaton County CoC,MI-523,895163,"Smaller Cities, Counties, and Regional CoCs",88,88,30,4,107,35,135,9,16,26,357,19,0,5,5,29,10,7,14,248,521,0,0,0,608,473,22,21
2015,MN,Minneapolis/Hennepin County CoC,MN-500,11815635,Major Cities,2818,2465,45,22,69,26,3407,147,316,688,11648,883,71,230,277,383,70,104,164,7835,8753,384,135,137,7490,2131,5070,4624
2015,MN,Saint Paul/Ramsey County CoC,MN-501,6964024,"Smaller Cities, Counties, and Regional CoCs",1119,612,42,18,67,21,927,35,54,87,3917,508,33,124,150,227,45,61,92,2400,3200,308,51,68,2453,616,3022,2736
2015,MN,Rochester/Southeast Minnesota CoC,MN-502,1929728,"Smaller Cities, Counties, and Regional CoCs",332,256,37,20,115,45,509,8,21,28,1100,117,6,28,33,139,26,19,42,825,1260,22,14,8,948,520,781,700
2015,MN,"Dakota, Anoka, Washington, Scott, Carver Counties ",MN-503,3758883,"Smaller Cities, Counties, and Regional CoCs",330,300,155,46,198,57,738,24,39,87,1872,141,5,10,13,75,16,27,33,1582,1909,68,6,49,1885,993,806,739
2015,MN,Northeast Minnesota CoC,MN-504,442121,"Smaller Cities, Counties, and Regional CoCs",48,48,16,12,140,30,135,0,1,2,218,31,5,9,13,60,21,10,27,165,273,0,0,0,286,177,164,156
2015,MN,St. Cloud/Central Minnesota CoC,MN-505,1373986,"Smaller Cities, Counties, and Regional CoCs",468,338,37,23,94,42,496,27,49,70,1586,74,6,19,25,66,6,7,13,1116,1272,110,30,58,1226,542,537,471
2015,MN,Northwest Minnesota CoC,MN-506,673035,"Smaller Cities, Counties, and Regional CoCs",192,182,58,23,182,42,431,15,26,62,1297,55,4,5,9,25,4,3,7,903,1050,118,17,79,977,444,496,395
2015,MN,Moorhead/West Central Minnesota CoC,MN-508,862869,"Smaller Cities, Counties, and Regional CoCs",176,176,36,20,72,25,189,6,8,12,1220,66,5,18,23,28,7,9,14,892,881,127,15,32,419,228,688,628
2015,MN,Duluth/St.Louis County CoC,MN-509,3271748,"Smaller Cities, Counties, and Regional CoCs",330,317,23,8,62,17,423,11,14,34,1548,204,9,22,27,184,30,39,63,1114,1483,29,1,27,1398,618,974,881
2015,MN,Southwest Minnesota CoC,MN-511,984023,"Smaller Cities, Counties, and Regional CoCs",90,90,30,19,72,38,204,6,7,16,644,43,3,5,7,42,4,5,9,498,571,0,0,0,438,328,191,173
2015,MO,St. Louis County CoC,MO-500,1598248,"Smaller Cities, Counties, and Regional CoCs",364,233,55,37,93,48,324,24,33,38,884,184,7,29,35,37,12,11,20,700,774,6,0,0,674,294,362,352
2015,MO,St.Louis City CoC,MO-501,10819284,"Smaller Cities, Counties, and Regional CoCs",1200,154,57,40,131,66,934,68,119,188,3196,828,46,140,180,342,30,44,73,2186,2452,0,0,0,2989,882,1759,1651
2015,MO,"St. Charles, Lincoln, Warren Counties CoC",MO-503,292226,"Smaller Cities, Counties, and Regional CoCs",204,98,24,14,58,18,240,7,9,17,537,32,4,20,21,81,11,8,14,407,658,0,0,0,476,234,83,78
2015,MO,"Springfield/Greene, Christian, Webster Counties CoC",MO-600,865457,"Smaller Cities, Counties, and Regional CoCs",343,339,82,49,101,57,85,4,8,14,786,89,0,1,1,83,17,5,22,577,692,0,0,0,822,277,208,189
2015,MO,"Joplin/Jasper, Newton Counties CoC",MO-602,533918,"Smaller Cities, Counties, and Regional CoCs",305,230,80,34,251,137,124,2,4,7,318,8,0,0,0,3,0,1,1,189,423,0,0,0,434,339,122,103
2015,MO,"St. Joseph/Andrew, Buchanan, DeKalb Counties CoC",MO-603,1257604,"Smaller Cities, Counties, and Regional CoCs",97,97,118,5,150,2,383,73,91,111,533,188,24,45,66,768,93,28,119,644,875,0,0,0,786,229,231,203
2015,KS,Kansas City/Wyandotte County CoC,MO-604K,13109891,Major Cities,0,0,166,65,236,28,421,35,54,62,641,273,9,22,30,1057,153,100,225,613,702,0,0,0,781,179,89,77
2015,MO,Kansas City/Independence/Lee's Summit/Jackson County CoC,MO-604M,0,*,1500,1308,153,0,228,0,1844,350,503,589,5926,675,77,283,338,927,245,173,380,3521,4860,198,12,117,45205,1358,2496,2142
2015,MO,Missouri Balance of State CoC,MO-606,4553354,Balance of State and Statewide CoCs,995,470,64,22,107,29,681,16,29,69,1538,479,1,3,4,229,39,46,84,1319,2366,422,31,138,1964,914,1415,1307
2015,MS,"Jackson/Rankin, Madison Counties CoC",MS-500,1375970,"Smaller Cities, Counties, and Regional CoCs",427,327,23,6,60,14,362,22,38,47,1607,26,0,0,0,141,27,7,34,1121,1271,0,0,0,1562,439,95,80
2015,MS,Mississippi Balance of State CoC,MS-501,3304285,Balance of State and Statewide CoCs,590,440,28,11,95,20,450,61,88,176,1818,23,4,0,4,280,58,17,68,1288,2404,92,3,32,2747,1548,215,164
2015,MS,Gulf Port/Gulf Coast Regional CoC,MS-503,763991,"Smaller Cities, Counties, and Regional CoCs",98,93,29,9,34,11,52,0,1,1,634,31,3,8,10,8,0,6,6,546,1051,4,1,3,1176,565,91,78
2015,MT,Montana Statewide CoC,MT-500,2583192,Balance of State and Statewide CoCs,949,387,117,67,117,67,1020,10,24,33,817,160,33,0,33,196,22,0,22,504,1400,2,1,0,1171,757,637,585
2015,NC,Winston Salem/Forsyth County CoC,NC-500,1889617,"Smaller Cities, Counties, and Regional CoCs",442,322,73,42,87,53,1268,200,253,311,1585,95,2,8,10,163,24,27,50,1021,1125,75,7,28,1325,519,334,322
2015,NC,Asheville/Buncombe County CoC,NC-501,1206824,"Smaller Cities, Counties, and Regional CoCs",454,320,37,13,119,44,723,70,110,145,1292,100,1,29,30,12,0,5,5,811,1038,185,41,65,1113,562,690,633
2015,NC,Durham City & County CoC,NC-502,1322432,"Smaller Cities, Counties, and Regional CoCs",811,278,80,51,119,67,515,50,74,96,1215,85,5,24,27,91,22,22,43,758,952,0,0,0,1107,594,359,344
2015,NC,North Carolina Balance of State CoC,NC-503,7399611,Balance of State and Statewide CoCs,2474,1622,79,33,99,41,2950,244,375,444,6039,623,30,140,163,255,23,60,80,4069,5222,186,51,48,5757,2441,1716,1649
2015,NC,Greensboro/High Point CoC,NC-504,1891697,"Smaller Cities, Counties, and Regional CoCs",562,474,52,32,69,40,1341,139,217,311,2877,124,10,13,21,116,17,31,45,1870,2098,2,1,0,2436,1250,640,622
2015,NC,Charlotte/Mecklenberg CoC,NC-505,3570229,Major Cities,1471,1380,66,30,104,42,1216,80,130,202,6522,329,8,69,76,213,86,36,118,4082,4479,73,5,42,4997,1847,895,862
2015,NC,"Wilmington/Brunswick, New Hanover, Pender Counties CoC",NC-506,671285,"Smaller Cities, Counties, and Regional CoCs",393,270,51,24,72,32,338,35,55,61,1278,73,2,14,15,46,12,17,26,915,991,61,5,17,1097,328,90,84
2015,NC,Raleigh/Wake County CoC,NC-507,3013496,Major Cities,727,629,45,20,65,26,1114,91,151,230,3792,277,13,20,30,127,33,48,72,2489,2876,24,6,10,3761,1106,912,880
2015,NC,"Gastonia/Cleveland, Gaston, Lincoln Counties CoC",NC-509,0,"Smaller Cities, Counties, and Regional CoCs",192,126,75,38,85,43,265,23,34,42,619,75,0,0,0,16,4,6,10,457,500,0,0,0,489,186,150,147
2015,NC,Fayetteville/Cumberland County CoC,NC-511,698580,"Smaller Cities, Counties, and Regional CoCs",229,199,35,13,114,28,133,2,2,13,833,18,0,0,0,21,2,1,3,575,615,125,0,3,676,150,140,139
2015,NC,Chapel Hill/Orange County CoC,NC-513,625299,"Smaller Cities, Counties, and Regional CoCs",94,94,109,50,121,62,147,9,21,30,333,44,1,4,5,5,0,0,0,210,235,19,1,3,290,106,115,114
2015,NC,Northwest North Carolina CoC,NC-516,287951,"Smaller Cities, Counties, and Regional CoCs",65,54,-1,24,-1,29,162,22,26,33,357,24,0,0,0,48,3,2,5,239,259,0,0,0,292,82,45,44
2015,ND,North Dakota Statewide CoC,ND-500,2047642,Balance of State and Statewide CoCs,731,713,205,43,192,45,854,23,48,157,3650,146,8,21,26,102,11,18,25,2546,2790,4,4,0,3393,1079,656,571
2015,NE,Nebraska Balance of State CoC,NE-500,2023586,Balance of State and Statewide CoCs,621,361,38,19,77,26,835,89,130,163,2067,102,15,10,20,174,89,27,101,1583,1973,8,0,8,2231,1210,156,139
2015,NE,Omaha/Council Bluffs CoC,NE-501,4224258,Major Cities,1318,819,53,21,73,26,1574,179,273,383,5552,219,12,54,62,532,125,109,218,3339,4063,109,27,42,5431,1432,599,528
2015,NE,Lincoln CoC,NE-502,2230675,"Smaller Cities, Counties, and Regional CoCs",770,761,51,22,115,46,547,65,88,123,2484,107,9,13,20,164,27,38,59,1504,1549,163,19,45,1937,470,234,214
2015,NH,New Hampshire Balance of State CoC,NH-500,3552510,Balance of State and Statewide CoCs,554,487,73,35,104,44,1067,152,222,266,2330,155,10,76,79,156,26,47,70,1602,1939,1722,793,369,2323,1212,373,361
2015,NH,Manchester CoC,NH-501,1537898,"Smaller Cities, Counties, and Regional CoCs",363,363,47,12,123,28,566,69,91,110,1574,99,6,25,22,213,48,38,79,961,1324,41,24,1,1764,757,337,309
2015,NH,Nashua/Hillsborough County CoC,NH-502,1814588,"Smaller Cities, Counties, and Regional CoCs",286,232,69,36,181,80,420,57,76,94,750,147,7,41,45,53,2,14,14,419,983,0,0,0,913,571,474,465
2015,NJ,Atlantic City & County CoC,NJ-500,519206,"Smaller Cities, Counties, and Regional CoCs",339,339,66,18,74,20,165,9,13,17,2036,21,2,1,3,18,7,1,8,1297,1338,266,34,87,2042,475,84,73
2015,NJ,Bergen County CoC,NJ-501,4213917,"Smaller Cities, Counties, and Regional CoCs",292,292,75,47,138,98,470,15,41,55,893,172,11,49,54,85,40,10,49,583,656,0,0,0,833,519,382,357
2015,NJ,Burlington County CoC,NJ-502,514068,"Smaller Cities, Counties, and Regional CoCs",542,473,200,138,211,148,330,11,20,40,1199,49,0,1,1,6,0,0,0,739,819,88,23,36,1130,566,84,80
2015,NJ,"Camden City/Camden, Cumberland, Gloucester, Cape May Counties CoC",NJ-503,3452067,"Smaller Cities, Counties, and Regional CoCs",666,622,42,6,58,8,1148,41,86,144,3259,123,4,30,33,24,1,4,5,2326,2929,736,36,48,3994,1321,427,395
