year,coc_number,coc_number_and_name,pprn,estimated_ard,tier_1,bonus,dv_bonus,coc_planning
2017,HI-501,HI-501-HONOLULU CITY AND COUNTY,5489286,9099981,,545999,,272999
2017,IA-500,"IA-500-SIOUX CITY,DAKOTA,WOODBURY COUNTIES",1276795,712980,,76608,,38304
2017,IA-501,IA-501-IOWA BALANCE OF STATE,7482344,4537320,,448941,,224470
2017,IA-502,"IA-502-DES MOINES,POLK COUNTY",3018788,3335661,,200140,,100070
2017,ID-500,"ID-500-BOISE,ADA COUNTY",627561,874443,,52467,,26233
2017,ID-501,ID-501-IDAHO BALANCE OF STATE,2550776,2687178,,161231,,80615
2017,IL-500,IL-500-MCHENRY COUNTY,351169,948815,,56929,,28464
2017,IL-501,"IL-501-ROCKFORD,WINNEBAGO,BOONE COUNTIES",1890210,1473861,,113413,,56706
2017,IL-502,"IL-502-WAUKEGAN,NORTH CHICAGO,LAKE COUNTY",2077963,2076630,,124678,,62339
2017,IL-503,"IL-503-CHAMPAIGN,URBANA,RANTOUL,CHAMPAIGN COUNTY",486899,688451,,41307,,20654
2017,IL-504,IL-504-MADISON COUNTY,1342063,1838647,,110319,,55159
2017,IL-506,"IL-506-JOLIET,BOLINGBROOK,WILL COUNTY",1784835,3649789,,218987,,109494
2017,IL-507,"IL-507-PEORIA,PEKIN,FULTON,TAZEWELL,PEORIA,WOODFORD COUNTIES",1742656,1736750,,104559,,52280
2017,IL-508,"IL-508-EAST ST.LOUIS,BELLEVILLE,ST.CLAIR COUNTY",2121335,3096862,,185812,,92906
2017,IL-509,IL-509-DEKALB CITY & COUNTY,273917,568565,,34114,,17057
2017,IL-510,IL-510-CHICAGO,54412238,63727938,,3823676,,1250000
2017,IL-511,IL-511-COOK COUNTY,11636046,11434751,,698163,,349081
2017,IL-512,"IL-512-BLOOMINGTON,CENTRAL ILLINOIS",1440576,950601,,86435,,43217
2017,IL-513,"IL-513-SPRINGFIELD,SANGAMON COUNTY",443476,438717,,26609,,13304
2017,IL-514,IL-514-DUPAGE COUNTY,2611196,4283400,,257004,,128502
2017,IL-515,IL-515-SOUTH CENTRAL ILLINOIS,1020920,871813,,61255,,30628
2017,IL-516,"IL-516-DECATUR,MACON COUNTY",405825,767758,,46065,,23033
2017,IL-517,"IL-517-AURORA,ELGIN,KANE COUNTY",936658,1575564,,94534,,47267
2017,IL-518,"IL-518-ROCK ISLAND,MOLINE,NORTHWESTERN ILLINOIS",2051790,943042,,123107,,61554
2017,IL-519,IL-519-WEST CENTRAL ILLINOIS,632367,631767,,37942,,18971
2017,IL-520,IL-520-SOUTHERN ILLINOIS,1576544,859231,,94593,,47296
2017,IN-502,IN-502-INDIANA BALANCE OF STATE,20516062,13033445,,1230964,,615482
2017,IN-503,IN-503-INDIANAPOLIS,6360352,4859253,,381621,,190811
2017,KS-502,"KS-502-WICHITA,SEDGWICK COUNTY",2222639,2479662,,148780,,74390
2017,KS-503,"KS-503-TOPEKA,SHAWNEE COUNTY",1326875,1726468,,103588,,51794
2017,KS-505,"KS-505-OVERLAND PARK,SHAWNEE,JOHNSON COUNTY",598547,657665,,39460,,19730
2017,KS-507,KS-507-KANSAS BALANCE OF STATE,3905501,2481159,,234330,,117165
2017,KY-500,KY-500-KENTUCKY BALANCE OF STATE,7995628,8013913,,480835,,240417
2017,KY-501,KY-501-LOUISVILLE-JEFFERSON COUNTY,7768501,9180192,,550812,,275406
2017,KY-502,KY-502-LEXINGTON-FAYETTE COUNTY,1562144,1455417,,93729,,46864
2017,LA-500,"LA-500-LAFAYETTE,ACADIANA REGIONAL",2119489,2405853,,144351,,72176
2017,LA-502,"LA-502-SHREVEPORT,BOSSIER,NORTHWESTLOUISIANA",1804562,3771165,,226270,,113135
2017,LA-503,"LA-503-NEW ORLEANS,JEFFERSON PARISH",10469297,18388367,,1103302,,551651
2017,LA-505,"LA-505-MONROE,NORTHEAST LOUISIANA",897812,1572674,,94360,,47180
2017,LA-506,"LA-506-SLIDELL,SOUTHEAST LOUISIANA",1018225,2165826,,129950,,64975
2017,LA-507,"LA-507-ALEXANDRIA,CENTRAL LOUISIANA",680021,698626,,41918,,20959
2017,LA-508,"LA-508-HOUMA-TERREBONNE,THIBODAUX",716533,1052820,,63169,,31585
2017,LA-509,LA-509-LOUISIANA BALANCE OF STATE,3647734,14377528,,862652,,431326
2017,MA-500,MA-500-BOSTON,12023114,24083209,,1444993,,722496
2017,MA-502,MA-502-LYNN,1748172,1681012,,104890,,52445
2017,MA-503,MA-503-CAPE COD ISLANDS,576183,1818844,,109131,,54565
2017,MA-504,"MA-504-SPRINGFIELD,HAMPDEN COUNTY",3750942,3489092,,225057,,112528
2017,MA-505,MA-505-NEW BEDFORD,1849954,1684939,,110997,,55499
2017,MA-506,MA-506-WORCESTER CITY & COUNTY,4659862,6165272,,369916,,184958
2017,MA-507,"MA-507-PITTSFIELD,BERKSHIRE,FRANKLIN,HAMPSHIRE COUNTIES",1446585,1526049,,91563,,45781
2017,MA-508,MA-508-LOWELL,1426731,808792,,85604,,42802
2017,MA-509,MA-509-CAMBRIDGE,1865337,4020064,,241204,,120602
2017,MA-510,"MA-510-GLOUCESTER,HAVERHILL,SALEM,ESSEX COUNTY",1971193,1665529,,118272,,59136
2017,MA-511,"MA-511-QUINCY,BROCKTON,WEYMOUTH,PLYMOUTH CITY AND COUNTY",2543066,5369740,,322184,,161092
2017,MA-515,MA-515-FALL RIVER,1965096,1719028,,117906,,58953
2017,MA-516,MA-516-MASSACHUSETTS BALANCE OF STATE,7507760,11558955,,693537,,346769
2017,MA-517,MA-517-SOMERVILLE,1991551,1774503,,119493,,59747
2017,MA-519,"MA-519-ATTLEBORO,TAUNTON,BRISTOL COUNTY",810198,775196,,48612,,24306
2017,MD-500,"MD-500-CUMBERLAND,ALLEGANY COUNTY",337926,650648,,39039,,19519
2017,MD-501,MD-501-BALTIMORE,14390095,20505225,,1230314,,615157
2017,MD-502,MD-502-HARFORD COUNTY,257768,893691,,53621,,26811
2017,MD-503,"MD-503-ANNAPOLIS,ANNE ARUNDEL COUNTY",1437984,2239362,,134362,,67181
2017,MD-504,MD-504-HOWARD COUNTY,285922,762534,,45752,,22876
2017,MD-505,MD-505-BALTIMORE COUNTY,2715403,2688366,,162924,,81462
2017,MD-506,MD-506-CARROLL COUNTY,199566,379081,,22745,,11372
2017,MD-507,MD-507-CECIL COUNTY,157045,244476,,14669,,7334
2017,MD-508,"MD-508-CHARLES,CALVERT,ST.MARY'S COUNTIES",427976,2574990,,154499,,77250
2017,MD-509,MD-509-FREDERICK CITY & COUNTY,283614,551706,,33102,,16551
2017,MD-510,MD-510-GARRETT COUNTY,64104,229859,,13792,,6896
2017,MD-511,MD-511-MID-SHORE REGIONAL,344077,666135,,39968,,19984
2017,MD-512,"MD-512-HAGERSTOWN,WASHINGTON COUNTY",343069,487371,,29242,,14621
2017,MD-513,"MD-513-WICOMICO,SOMERSET,WORCESTER COUNTIES",372684,1196750,,71805,,35903
2017,MD-600,MD-600-PRINCE GEORGE'S COUNTY,3406223,4759953,,285597,,142799
2017,MD-601,MD-601-MONTGOMERY COUNTY,3177383,8288534,,497312,,248656
2017,ME-500,ME-500-MAINE BALANCE OF STATE,5374362,11730697,,703842,,351921
2017,MI-500,MI-500-MICHIGAN BALANCE OF STATE,6128595,8616376,,516983,,258491
2017,MI-501,MI-501-DETROIT,23636536,24259575,,1455575,,727787
2017,MI-502,"MI-502-DEARBORN,DEARBORN HEIGHTS,WESTLAND,WAYNE COUNTY",6291040,3581890,,377462,,188731
2017,MI-503,"MI-503-ST.CLAIR SHORES,WARREN,MACOMB COUNTY",2273634,1137477,,136418,,68209
2017,MI-504,"MI-504-PONTIAC,ROYAL OAK,OAKLAND COUNTY",4401461,5638464,,338308,,169154
2017,MI-505,"MI-505-FLINT,GENESEE COUNTY",4016923,2105600,,241015,,120508
2017,MI-506,"MI-506-GRAND RAPIDS,WYOMING,KENT COUNTY",3854691,5350900,,321054,,160527
2017,MI-507,"MI-507-PORTAGE,KALAMAZOO CITY & COUNTY",1428360,1678449,,100707,,50353
2017,MI-508,"MI-508-LANSING,EAST LANSING,INGHAM COUNTY",1713547,2476529,,148592,,74296
2017,MI-509,MI-509-WASHTENAW COUNTY,1399994,5566884,,334013,,167007
2017,MI-510,MI-510-SAGINAW CITY & COUNTY,1748169,1806174,,108370,,54185
2017,MI-511,MI-511-LENAWEE COUNTY,230098,100799,,13806,,6903
2017,MI-512,"MI-512-GRAND TRAVERSE,ANTRIM,LEELANAU COUNTIES",345734,655841,,39350,,19675
2017,MI-513,"MI-513-MARQUETTE,ALGER COUNTIES",196036,131967,,11762,,5881
2017,MI-514,"MI-514-BATTLE CREEK,CALHOUN COUNTY",494452,290903,,29667,,14834
2017,MI-515,MI-515-MONROE CITY & COUNTY,336662,129387,,20200,,10100
2017,MI-516,"MI-516-NORTON SHORES,MUSKEGON CITY & COUNTY",591071,555032,,35464,,17732
2017,MI-517,MI-517-JACKSON CITY & COUNTY,541869,818093,,49086,,24543
2017,MI-518,MI-518-LIVINGSTON COUNTY,214121,212627,,12847,,6424
2017,MI-519,"MI-519-HOLLAND,OTTAWA COUNTY",529419,987803,,59268,,29634
2017,MI-523,MI-523-EATON COUNTY,177240,903062,,54184,,27092
2017,MN-500,"MN-500-MINNEAPOLIS,HENNEPIN COUNTY",9883287,11573897,,694434,,347217
2017,MN-501,"MN-501-ST.PAUL,RAMSEY COUNTY",5089367,7217018,,433021,,216511
2017,MN-502,"MN-502-ROCHESTER,SOUTHEASTMINNESOTA",1538639,2071465,,124288,,62144
2017,MN-503,"MN-503-DAKOTA,ANOKA,WASHINGTON,SCOTT,CARVER COUNTIES",2260470,3665103,,219906,,109953
2017,MN-504,MN-504-NORTHEAST MINNESOTA,276846,429046,,25743,,12871
2017,MN-505,"MN-505-ST.CLOUD,CENTRAL MINNESOTA",1342565,1365513,,81931,,40965
2017,MN-506,MN-506-NORTHWEST MINNESOTA,436540,652918,,39175,,19588
2017,MN-508,"MN-508-MOORHEAD,WEST CENTRALMINNESOTA",500765,798835,,47930,,23965
2017,MN-509,"MN-509-DULUTH,ST.LOUIS COUNTY",2999126,2953596,,179948,,89974
2017,MN-511,MN-511-SOUTHWEST MINNESOTA,710828,956062,,57364,,28682
2017,MO-500,MO-500-ST.LOUIS COUNTY,3838907,1838788,,230334,,115167
2017,MO-501,MO-501-ST.LOUIS,12143827,11051238,,728630,,364315
2017,MO-503,"MO-503-ST.CHARLES CITY & COUNTY,LINCOLN,WARREN COUNTIES",486504,273602,,29190,,14595
2017,MO-600,"MO-600-SPRINGFIELD,GREENE,CHRISTIAN,WEBSTER COUNTIES",689131,923106,,55386,,27693
2017,MO-602,"MO-602-JOPLIN,JASPER,NEWTON COUNTIES",381045,533918,,32035,,16018
2017,MO-603,"MO-603-ST.JOSEPH,ANDREW,BUCHANAN,DEKALB COUNTIES",1098872,1221712,,73303,,36651
2017,MO-604,"MO-604-KANSAS CITY (MO&KS),INDEPENDENCE,LEE’S SUMMIT,JACKSON,WYANDOTTE COUNTIES",7494130,12627646,,757659,,378829
2017,MO-606,MO-606-MISSOURI BALANCE OF STATE,5323742,4862407,,319425,,159712
2017,MP-500,MP-500-NORTHERN MARIANA ISLANDS,437827,0,,26270,,13135
2017,MS-500,"MS-500-JACKSON,RANKIN,MADISON COUNTIES",2030479,1257665,,121829,,60914
2017,MS-501,MS-501-MISSISSIPPI BALANCE OF STATE,5118993,2873672,,307140,,153570
2017,MS-503,"MS-503-GULF PORT,GULF COAST REGIONAL",985011,784323,,59101,,29550
2017,MT-500,MT-500-MONTANA STATEWIDE,2082245,2464570,,147874,,73937
2017,NC-500,"NC-500-WINSTON-SALEM,FORSYTH COUNTY",1671713,1841471,,110488,,55244
2017,NC-501,"NC-501-ASHEVILLE,BUNCOMBE COUNTY",550821,1170932,,70256,,35128
2017,NC-502,NC-502-DURHAM CITY & COUNTY,1431830,1208231,,85910,,42955
2017,NC-503,NC-503-NORTH CAROLINA BALANCE OF STATE,10912813,8267704,,654769,,327384
2017,NC-504,"NC-504-GREENSBORO,HIGH POINT",1928084,1950669,,117040,,58520
2017,NC-505,"NC-505-CHARLOTTE,MECKLENBURG COUNTY",4237466,3542090,,254248,,127124
2017,NC-506,"NC-506-WILMINGTON,BRUNSWICK,NEWHANOVER,PENDER COUNTIES",700907,648502,,42054,,21027
2017,NC-507,"NC-507-RALEIGH,WAKE COUNTY",3485163,3133932,,209110,,104555
2017,NC-509,"NC-509-GASTONIA,CLEVELAND,GASTON,LINCOLN COUNTIES",797861,811117,,48667,,24334
2017,NC-511,"NC-511-FAYETTEVILLE,CUMBERLAND COUNTY",565252,698580,,41915,,20957
2017,NC-513,"NC-513-CHAPEL HILL,ORANGE COUNTY",261958,638714,,38323,,19161
2017,NC-516,NC-516-NORTHWEST NORTH CAROLINA,542714,273671,,32563,,16281
2017,ND-500,ND-500-NORTH DAKOTA STATEWIDE,1359665,1844491,,110669,,55335
2017,NE-500,NE-500-NEBRASKA BALANCE OF STATE,2416222,1955886,,144973,,72487
2017,NE-501,"NE-501-OMAHA,COUNCIL BLUFFS",3877367,4109437,,246566,,123283
2017,NE-502,NE-502-LINCOLN,1281877,2191955,,131517,,65759
2017,NH-500,NH-500-NEW HAMPSHIRE BALANCE OFSTATE,2338483,3625136,,217508,,108754
2017,NH-501,NH-501-MANCHESTER,1251117,1499846,,89991,,44995
2017,NH-502,"NH-502-NASHUA,HILLSBOROUGH COUNTY",322071,1814588,,108875,,54438
2017,NJ-500,NJ-500-ATLANTIC CITY & COUNTY,602333,503028,,36140,,18070
2017,NJ-501,NJ-501-BERGEN COUNTY,6099615,4609993,,365977,,182988
2017,NJ-502,NJ-502-BURLINGTON COUNTY,327409,478083,,28685,,14342
2017,NJ-503,"NJ-503-CAMDEN CITY & COUNTY,GLOUCESTER,CAPE MAY,CUMBERLAND COUNTIES",4513336,3480031,,270800,,135400
2017,NJ-504,"NJ-504-NEWARK,ESSEX COUNTY",9164139,6646634,,549848,,274924
2017,NJ-506,"NJ-506-JERSEY CITY,BAYONNE,HUDSON COUNTY",6968930,6015946,,418136,,209068
2017,NJ-507,"NJ-507-NEW BRUNSWICK,MIDDLESEX COUNTY",2005869,2891851,,173511,,86756
2017,NJ-508,NJ-508-MONMOUTH COUNTY,1974820,3248865,,194932,,97466
2017,NJ-509,NJ-509-MORRIS COUNTY,1371174,1729389,,103763,,51882
2017,NJ-510,"NJ-510-LAKEWOOD TOWNSHIP,OCEAN COUNTY",1275867,589737,,76552,,38276
2017,NJ-511,"NJ-511-PATERSON,PASSAIC COUNTY",3245404,3971236,,238274,,119137
2017,NJ-512,NJ-512-SALEM COUNTY,197467,134069,,11848,,5924
2017,NJ-513,NJ-513-SOMERSET COUNTY,331034,404650,,24279,,12140
2017,NJ-514,"NJ-514-TRENTON,MERCER COUNTY",2234644,3731252,,223875,,111938
2017,NJ-515,"NJ-515-ELIZABETH,UNION COUNTY",4716113,4456445,,282967,,141483
2017,NJ-516,"NJ-516-WARREN,SUSSEX,HUNTERDON COUNTIES",781499,1189112,,71347,,35673
2017,NM-500,NM-500-ALBUQUERQUE,2929502,5628584,,337715,,168858
2017,NM-501,NM-501-NEW MEXICO BALANCE OF STATE,3446248,4940626,,296438,,148219
2017,NV-500,"NV-500-LAS VEGAS,CLARK COUNTY",10413002,13095242,,785715,,392857
2017,NV-501,"NV-501-RENO,SPARKS,WASHOE COUNTY",1779563,1651750,,106774,,53387
2017,NV-502,NV-502-NEVADA BALANCE OF STATE,627803,574995,,37668,,18834
2017,NY-500,"NY-500-ROCHESTER,IRONDEQUOIT,GREECE,MONROE COUNTY",7375300,11522645,,691359,,345679
2017,NY-501,"NY-501-ELMIRA,STEUBEN,ALLEGANY,LIVINGSTON,CHEMUNG,SCHUYLER COUNTIES",1260856,1482865,,88972,,44486
2017,NY-503,NY-503-ALBANY CITY & COUNTY,2681159,5006829,,300410,,150205
2017,NY-504,NY-504-CATTARAUGUS COUNTY,316477,319226,,19154,,9577
2017,NY-505,"NY-505-SYRACUSE,AUBURN,ONONDAGA,OSWEGO,CAYUGA COUNTIES",5595880,8590511,,515431,,257715
2017,NY-507,NY-507-SCHENECTADY CITY & COUNTY,1720947,3862164,,231730,,115865
2017,NY-508,"NY-508-BUFFALO,NIAGARA FALLS,ERIE,NIAGARA,ORLEANS,GENESEE,WYOMING COUNTIES",15576226,11313196,,934574,,467287
2017,NY-510,"NY-510-ITHACA,TOMPKINS COUNTY",389076,185795,,23345,,11672
2017,NY-511,"NY-511-BINGHAMTON,UNION,BROOME,OTSEGO,CHENANGO,DELAWARE,CORTLAND,TIOGA COUNTIES",2793565,1526340,,167614,,83807
2017,NY-512,"NY-512-TROY,RENSSELAER COUNTY",1492205,3198646,,191919,,95959
2017,NY-513,"NY-513-WAYNE,ONTARIO,SENECA,YATES COUNTIES",788698,291662,,47322,,23661
2017,NY-514,"NY-514-JAMESTOWN,DUNKIRK,CHAUTAUQUA COUNTY",748691,196117,,44921,,22461
2017,NY-516,NY-516-CLINTON COUNTY,264509,136086,,15871,,7935
2017,NY-518,"NY-518-UTICA,ROME,ONEIDA,MADISON COUNTIES",2471807,3019729,,181184,,90592
2017,NY-519,"NY-519-COLUMBIA,GREENE COUNTIES",371363,437789,,26267,,13134
2017,NY-520,"NY-520-FRANKLIN,ESSEX COUNTIES",349005,78804,,20940,,10470
2017,NY-522,"NY-522-JEFFERSON,LEWIS,ST.LAWRENCE COUNTIES",1067601,1260982,,75659,,37829
2017,NY-523,"NY-523-GLENS FALLS,SARATOGA SPRINGS,SARATOGA,WASHINGTON,WARREN,HAMILTON COUNTIES",953895,1534955,,92097,,46049
2017,NY-600,NY-600-NEW YORK CITY,113335025,101795872,,6800102,,1250000
2017,NY-601,"NY-601-POUGHKEEPSIE,DUTCHESS COUNTY",574992,1299245,,77955,,38977
2017,NY-602,"NY-602-NEWBURGH,MIDDLETOWN,ORANGE COUNTY",785132,2662004,,159720,,79860
2017,NY-603,"NY-603-NASSAU,SUFFOLK COUNTIES",13702401,10224753,,822144,,411072
2017,NY-604,"NY-604-YONKERS,MOUNTVERNON,WESTCHESTER COUNTY",5570257,15877082,,952625,,476312
2017,NY-606,NY-606-ROCKLAND COUNTY,1552691,686899,,93161,,46581
2017,NY-607,NY-607-SULLIVAN COUNTY,325611,366967,,22018,,11009
2017,NY-608,"NY-608-KINGSTON,ULSTER COUNTY",623922,1132736,,67964,,33982
2017,OH-500,"OH-500-CINCINNATI,HAMILTON COUNTY",10290421,16580906,,994854,,497427
2017,OH-501,"OH-501-TOLEDO,LUCAS COUNTY",5339536,4025860,,320372,,160186
2017,OH-502,"OH-502-CLEVELAND,CUYAHOGA COUNTY",19731977,26697332,,1601840,,800920
2017,OH-503,"OH-503-COLUMBUS,FRANKLIN COUNTY",6251713,11516849,,691011,,345505
2017,OH-504,"OH-504-YOUNGSTOWN,MAHONING COUNTY",2698422,1683905,,161905,,80953
2017,OH-505,"OH-505-DAYTON,KETTERING,MONTGOMERY COUNTY",5265100,9042419,,542545,,271273
2017,OH-506,"OH-506-AKRON,SUMMIT COUNTY",4761787,4554827,,285707,,142854
2017,OH-507,OH-507-OHIO BALANCE OF STATE,15869757,15832855,,952185,,476093
2017,OH-508,"OH-508-CANTON,MASSILLON,ALLIANCE,STARK COUNTY",2427390,2662997,,159780,,79890
2017,OK-500,OK-500-NORTH CENTRAL OKLAHOMA,613397,269491,,36804,,18402
2017,OK-501,OK-501-TULSA CITY & COUNTY,2674662,2530853,,160480,,80240
2017,OK-502,OK-502-OKLAHOMA CITY,3289219,3507138,,210428,,105214
2017,OK-503,OK-503-OKLAHOMA BALANCE OF STATE,1035886,558965,,62153,,31077
2017,OK-504,"OK-504-NORMAN,CLEVELAND COUNTY",333677,396343,,23781,,11890
2017,OK-505,OK-505-NORTHEAST OKLAHOMA,728813,343114,,43729,,21864
2017,OK-506,OK-506-SOUTHWEST OKLAHOMA REGIONAL,694261,108098,,41656,,20828
2017,OK-507,OK-507-SOUTHEASTERN OKLAHOMAREGIONAL,924063,114563,,55444,,27722
2017,OR-500,"OR-500-EUGENE,SPRINGFIELD,LANE COUNTY",713484,3279447,,196767,,98383
2017,OR-501,"OR-501-PORTLAND,GRESHAM,MULTNOMAH COUNTY",6163245,21090067,,1265404,,632702
2017,OR-502,"OR-502-MEDFORD,ASHLAND,JACKSON COUNTY",428367,252869,,25702,,12851
2017,OR-503,OR-503-CENTRAL OREGON,362961,581180,,34871,,17435
2017,OR-505,OR-505-OREGON BALANCE OF STATE,3328390,3039212,,199703,,99852
2017,OR-506,"OR-506-HILLSBORO,BEAVERTON,WASHINGTON COUNTY",1735109,3279139,,196748,,98374
2017,OR-507,OR-507-CLACKAMAS COUNTY,1521787,2233474,,134008,,67004
2017,PA-500,PA-500-PHILADELPHIA,29238068,32665825,,1959950,,979975
2017,PA-501,"PA-501-HARRISBURG,DAUPHIN COUNTY",1743566,1635436,,104614,,52307
2017,PA-502,"PA-502-UPPER DARBY,CHESTER,HAVERFORD,DELAWARE COUNTY",4071693,4991996,,299520,,149760
2017,PA-503,"PA-503-WILKES-BARRE,HAZLETON,LUZERNE COUNTY",4113174,3796781,,246790,,123395
2017,PA-504,"PA-504-LOWER MERION,NORRISTOWN,ABINGTON,MONTGOMERY COUNTY",2874025,2886837,,173210,,86605
2017,PA-505,PA-505-CHESTER COUNTY,1721758,1623354,,103305,,51653
2017,PA-506,"PA-506-READING,BERKS COUNTY",3371646,2730814,,202299,,101149
2017,PA-508,"PA-508-SCRANTON,LACKAWANNA COUNTY",2260504,2510806,,150648,,75324
2017,PA-509,PA-509-EASTERN PENNSYLVANIA,11369093,10898916,,682146,,341073
2017,PA-510,PA-510-LANCASTER CITY & COUNTY,3167399,2226290,,190044,,95022
2017,PA-511,"PA-511-BRISTOL,BENSALEM,BUCKS COUNTY",1507108,1152631,,90426,,45213
2017,PA-512,PA-512-YORK CITY & COUNTY,1827385,1184032,,109643,,54822
2017,PA-600,"PA-600-PITTSBURGH,MCKEESPORT,PENNHILLS,ALLEGHENY COUNTY",19464083,17224974,,1167845,,583922
2017,PA-601,PA-601-WESTERN PENNSYLVANIA,8543945,8796824,,527809,,263905
2017,PA-603,PA-603-BEAVER COUNTY,2218273,1284496,,133096,,66548
2017,PA-605,PA-605-ERIE CITY & COUNTY,2477278,2195814,,148637,,74318
2017,PR-502,PR-502-PUERTO RICO BALANCE OFCOMMONWEALTH,13266176,12658322,,795971,,397985
2017,PR-503,PR-503-SOUTH-SOUTHEAST PUERTO RICO,12417788,5590093,,745067,,372534
2017,RI-500,RI-500-RHODE ISLAND STATEWIDE,7830444,5870888,,469827,,234913
2017,SC-500,"SC-500-CHARLESTON,LOW COUNTRY",2467486,1650928,,148049,,74025
2017,SC-501,"SC-501-GREENVILLE,ANDERSON,SPARTANBURG , UPSTATE",4287128,2866081,,257228,,128614
2017,SC-502,"SC-502-COLUMBIA,MIDLANDS",2660673,2897909,,173875,,86937
2017,SC-503,"SC-503-MYRTLE BEACH,SUMTER CITY & COUNTY",3043563,1827250,,182614,,91307
2017,SD-500,SD-500-SOUTH DAKOTA STATEWIDE,1762782,1213008,,105767,,52883
2017,TN-500,"TN-500-CHATTANOOGA,SOUTHEASTTENNESSEE",2185962,2512136,,150728,,75364
2017,TN-501,"TN-501-MEMPHIS,SHELBY COUNTY",4901156,6511603,,390696,,195348
2017,TN-502,"TN-502-KNOXVILLE,KNOX COUNTY",1283665,1390506,,83430,,41715
2017,TN-503,TN-503-CENTRAL TENNESSEE,1893753,1763168,,113625,,56813
2017,TN-504,TN-504-NASHVILLE-DAVIDSON COUNTY,3435001,3045309,,206100,,103050
2017,TN-506,TN-506-UPPER CUMBERLAND,1090037,749772,,65402,,32701
2017,TN-507,"TN-507-JACKSON,WEST TENNESSEE",1395641,1502715,,90163,,45081
2017,TN-509,TN-509-APPALACHIAN REGIONAL,1093911,1484305,,89058,,44529
2017,TN-510,"TN-510-MURFREESBORO,RUTHERFORD COUNTY",442584,525674,,31540,,15770
2017,TN-512,"TN-512-MORRISTOWN,BLOUNT,SEVIER,CAMPBELL,COCKE COUNTIES",1283692,481136,,77022,,38511
2017,TX-500,"TX-500-SAN ANTONIO,BEXAR COUNTY",10275247,8355718,,616515,,308257
2017,TX-503,"TX-503-AUSTIN,TRAVIS COUNTY",5729337,5521027,,343760,,171880
2017,TX-600,"TX-600-DALLAS CITY & COUNTY,IRVING",16389776,15497863,,983387,,491693
2017,TX-601,"TX-601-FORT WORTH,ARLINGTON,TARRANT COUNTY",9380358,11196995,,671820,,335910
2017,TX-603,TX-603-EL PASO CITY & COUNTY,5105463,2611294,,306328,,153164
2017,TX-604,"TX-604-WACO,MCLENNAN COUNTY",1545973,944312,,92758,,46379
2017,TX-607,TX-607-TEXAS BALANCE OF STATE,35775907,5460040,,2146554,,1073277
2017,TX-611,TX-611-AMARILLO,1099725,595303,,65984,,32992
2017,TX-624,"TX-624-WICHITA FALLS,WISE,PALO PINTO,WICHITA,ARCHER COUNTIES",1006559,301888,,60394,,30197
2017,TX-700,"TX-700-HOUSTON,PASADENA,CONROE,HARRIS,FORT BEND,MONTGOMERY, COUNTIES",31075334,34396386,,2063783,,1031892
2017,TX-701,"TX-701-BRYAN,COLLEGE STATION,BRAZOSVALLEY",845535,288891,,50732,,25366
2017,UT-500,UT-500-SALT LAKE CITY & COUNTY,4931272,7082121,,424927,,212464
2017,UT-503,UT-503-UTAH BALANCE OF STATE,2087639,1759468,,125258,,62629
2017,UT-504,"UT-504-PROVO,MOUNTAINLAND",1576416,1009783,,94585,,47292
2017,VA-500,"VA-500-RICHMOND,HENRICO,CHESTERFIELD,HANOVER COUNTIES",4719494,4386836,,283170,,141585
2017,VA-501,"VA-501-NORFOLK,CHESAPEAKE,SUFFOLK,ISLE OF WIGHT,SOUTHAMPTON COUNTIES",3425984,3789988,,227399,,113700
2017,VA-502,"VA-502-ROANOKE CITY & COUNTY,SALEM",1392879,794691,,83573,,41786
2017,VA-503,VA-503-VIRGINIA BEACH,1339353,1548219,,92893,,46447
2017,VA-504,VA-504-CHARLOTTESVILLE,344052,359102,,21546,,10773
2017,VA-505,"VA-505-NEWPORT NEWS,HAMPTON,VIRGINIA PENINSULA",1343028,1958462,,117508,,58754
2017,VA-507,VA-507-PORTSMOUTH,1052498,1169791,,70187,,35094
2017,VA-508,VA-508-LYNCHBURG,425492,348313,,25530,,12765
2017,VA-513,"VA-513-HARRISONBURG,WINCHESTER,WESTERN VIRGINIA",651944,342288,,39117,,19558
2017,VA-514,"VA-514-FREDERICKSBURG,SPOTSYLVANIA,STAFFORD COUNTIES",375779,263229,,22547,,11273
2017,VA-521,VA-521-VIRGINIA BALANCE OF STATE,3435443,792394,,206127,,103063
2017,VA-600,VA-600-ARLINGTON COUNTY,879161,2466844,,148011,,74005
2017,VA-601,VA-601-FAIRFAX COUNTY,3709253,8291041,,497462,,248731
2017,VA-602,VA-602-LOUDOUN COUNTY,306775,167480,,18407,,9203
2017,VA-603,VA-603-ALEXANDRIA,222653,784657,,47079,,23540
2017,VA-604,VA-604-PRINCE WILLIAM COUNTY,1624166,527157,,97450,,48725
2017,VI-500,VI-500-VIRGIN ISLANDS,885895,107651,,53154,,26577
2017,VT-500,VT-500-VERMONT BALANCE OF STATE,1512583,3239692,,194382,,97191
2017,VT-501,"VT-501-BURLINGTON,CHITTENDEN COUNTY",438680,1112962,,66778,,33389
2017,WA-500,"WA-500-SEATTLE,KING COUNTY",10510019,33724189,,2023451,,1011726
2017,WA-501,WA-501-WASHINGTON BALANCE OF STATE,4410677,6208453,,372507,,186254
2017,WA-502,WA-502-SPOKANE CITY & COUNTY,2635939,3671717,,220303,,110152
