year,coc_number,caa_coc_award_amount
2010,MD-506,384225
2010,MD-500,747326
2010,MD-511,659268
2010,MD-502,815847
2010,MD-600,4653222
2010,MD-510,234163
2010,MA-518,1206661
2010,MA-520,672283
2010,MA-517,2408505
2010,MA-502,2050997
2010,MA-504,1935740
2010,MA-511,3044806
2010,MA-509,3294107
2010,MA-507,438162
2010,MA-516,8505582
2010,MA-503,1500319
2010,MA-513,1746355
2010,MA-505,1845627
2010,MA-512,674118
2010,MA-508,869161
2010,MI-501,23821577
2010,MI-512,637394
2010,MI-519,914490
2010,MI-511,122291
2010,MI-502,2479202
2010,MI-506,4781389
2010,MI-509,4067657
2010,MI-514,414860
2010,MI-505,2478923
2010,MI-507,1553471
2010,MI-513,245723
2010,MI-503,951089
2010,MI-523,793256
2010,MI-518,144929
2010,MD-504,661055
2010,ME-501,1471377
2010,ME-502,3300149
2010,MD-503,1973025
2010,MD-507,262000
2010,MD-512,538427
2010,ME-500,6129251
2010,MI-517,801593
2010,MI-508,1884797
2010,MI-504,4709567
2010,MI-516,473339
2010,MI-500,7983258
2010,MI-510,1384910
2010,MA-519,825777
2010,IL-518,1206061
2010,IL-507,1789833
2010,IL-500,884256
2010,IL-506,2960831
2010,IL-502,1988517
2010,IL-514,3685742
2010,IL-503,778603
2010,IL-504,1986180
2010,IL-511,8472305
2010,IL-501,1750644
2010,IL-512,1259732
2010,IL-515,1015264
2010,IL-519,681448
2010,IL-517,1356710
2010,HI-500,1848903
2010,IA-502,2975515
2010,IA-501,5026835
2010,GA-505,1196999
2010,GU-500,1017891
2010,HI-501,9158336
2010,IA-500,833816
2010,IL-505,1097501
2010,IL-510,53553367
2010,IL-509,592018
2010,ID-501,2846230
2010,ID-500,955020
2010,IL-520,993962
2010,LA-503,14666079
2010,LA-500,2327399
2010,LA-507,641272
2010,LA-506,2193549
2010,LA-502,3390530
2010,LA-504,1848610
2010,LA-505,1309145
2010,MA-500,20830874
2010,MA-515,1650348
2010,MA-501,1597116
2010,LA-508,1265590
2010,LA-501,609316
2010,MA-506,5720680
2010,KY-502,1535737
2010,IN-500,1405143
2010,IN-502,12982096
2010,IN-503,4229218
2010,IL-508,2785709
2010,IL-516,853819
2010,IL-513,656037
2010,KS-507,2607236
2010,KS-505,366781
2010,KY-500,8663311
2010,KY-501,7965172
2010,KS-501,991354
2010,KS-502,2093834
2010,KS-503,1950906
2009,NY-524,174733
2009,NY-511,794768
2009,NY-518,3174067
2009,NY-503,3604988
2009,NY-600,102739915
2009,NY-505,7836479
2009,NY-603,3115498
2009,NY-519,227063
2009,NY-607,457735
2009,NY-512,2192535
2009,NY-606,289610
2009,NY-601,1229134
2009,NY-501,1238698
2009,NV-500,6269349
2009,NJ-500,491466
2009,NJ-508,2435410
2009,NJ-505,332058
2009,NJ-502,603186
2009,NJ-515,2978018
2009,NJ-511,2712165
2009,NJ-512,142560
2009,NM-500,4693914
2009,NV-501,1527084
2009,NV-502,366193
2009,NJ-503,2102015
2009,NJ-513,363218
2009,NM-501,3663930
2009,NY-502,187585
2009,OH-505,6441240
2009,OH-500,11439230
2009,OH-508,1944674
2009,NY-507,2628451
2009,NY-517,82137
2009,NY-510,178558
2009,OH-504,1737656
2009,OH-501,4303448
2009,OH-503,8782125
2009,OK-502,2298935
2009,OH-506,3136879
2009,OH-507,12321229
2009,OH-502,23195298
2009,NY-516,124453
2009,NY-608,827266
2009,NY-604,10384692
2009,NY-504,422157
2009,NY-520,105010
2009,NY-508,9789390
2009,NY-522,18375
2009,NY-506,9214
2009,NY-523,845582
2009,NY-602,1957180
2009,NY-514,346040
2009,NY-605,7060215
2009,NY-513,126266
2009,NY-500,9261735
2009,NJ-507,1446123
2009,MO-500,2525172
2009,MS-500,699990
2009,MS-501,2965126
2009,MO-503,226527
2009,MO-604,8843480
2009,MO-600,894253
2009,MS-503,535142
2009,NC-501,942904
2009,NC-506,757428
2009,NC-513,377186
2009,MT-500,2436813
2009,NC-505,3793161
2009,NC-511,737411
2009,MO-606,4531850
2009,MN-500,8070313
2009,MN-508,431604
2009,MN-510,677748
2009,MN-503,1451225
2009,MN-506,296267
2009,MN-501,4599589
2009,MN-504,244149
2009,MO-602,579001
2009,MO-603,516803
2009,MO-501,9883546
2009,MN-511,594113
2009,MN-502,1416328
2009,MN-505,985953
2009,NC-502,957234
2009,NJ-501,4487266
2009,NJ-516,316799
2009,NJ-506,5086048
2009,NH-501,1003288
2009,NH-502,1711274
2009,NH-500,2832371
2009,NJ-509,1247702
2009,NJ-510,776096
2009,NJ-504,7659709
2009,NJ-520,1998
2009,NJ-514,2193019
2009,NJ-518,330041
2009,NJ-519,156722
2009,NE-502,1657373
2009,NC-503,6793620
2009,NC-500,1647823
2009,NC-509,866759
2009,NC-504,1579142
2009,NC-516,294876
2009,NC-507,2493900
2009,ND-500,1774934
2009,NE-506,27171
2009,NE-500,324522
2009,NE-501,2301299
2009,NE-503,258364
2009,NE-504,340327
2009,NE-505,111912
2009,VA-603,569879
2009,VA-502,821948
2009,VA-500,3405765
2009,UT-500,4363056
2009,VA-600,1278434
2009,VA-507,1226514
2009,VA-508,375610
2009,VA-510,76187
2009,VA-601,5596117
2009,VA-512,148534
2009,VA-604,680460
2009,VA-503,1329195
2009,VA-509,179905
2009,UT-504,1063222
2009,TX-600,13944973
2009,TX-503,4258029
2009,TX-704,1465153
2009,TX-700,21788142
2009,TX-607,5198918
2009,TX-703,902058
2009,TX-610,609336
2009,TX-504,290324
2009,TX-613,531338
2009,UT-503,1027796
2009,TX-601,10258106
2009,TX-500,6580304
2009,TX-611,926486
2009,VA-513,344293
2009,WA-507,466037
2009,WI-500,7581775
2009,WI-501,11085546
2009,WA-508,901770
2009,WA-504,4684303
2009,WA-503,2721135
2009,WI-503,2991044
2009,WV-501,1621895
2009,WV-503,1145145
2009,WY-500,338517
2009,WI-502,1205182
2009,WV-508,2194813
2009,WV-500,484946
2009,WA-500,21446075
2009,VA-517,67200
2009,VA-505,1566713
2009,VA-518,42000
2009,VA-504,325304
2009,VA-514,180487
2009,VA-501,2296307
2009,VA-521,144673
2009,VT-500,2701398
2009,WA-501,4977245
2009,WA-502,3074982
2009,VA-602,170815
2009,VI-500,452654
2009,VT-501,788512
2009,TX-702,129084
2009,PA-502,3943144
2009,PA-605,2344953
2009,PA-504,2258604
2009,OR-505,1298650
2009,PA-506,2183185
2009,PA-500,28116947
2009,PA-508,1741418
2009,PA-503,3585027
2009,PA-505,1587370
2009,PA-507,6622203
2009,PA-510,1875876
2009,PA-600,13458668
2009,PA-602,2088213
2009,OR-507,1442552
2009,OK-505,151839
2009,OK-501,2371854
2009,OK-506,115247
2009,OK-500,184024
2009,OK-503,675438
2009,OK-504,258962
2009,OK-507,734676
2009,OR-504,953574
2009,OR-506,2015728
2009,OR-501,9773302
2009,OR-500,2277284
2009,OR-502,317558
2009,OR-503,302996
2009,PA-511,601933
2009,TN-503,1870345
2009,TN-512,71384
2009,TN-501,5137492
2009,TN-509,1240520
2009,TN-506,384753
2009,TN-510,478972
2009,TN-507,1160262
2009,TX-501,1012724
2009,TX-701,259686
2009,TX-604,996532
2009,TN-504,3654887
2009,TN-500,2222849
2009,TX-603,2815830
2009,TN-502,1305954
2009,PA-603,1504709
2009,PR-503,5617140
2009,PR-502,11548821
2009,PA-501,1291024
2009,PA-601,4768674
2009,PA-509,4484771
2009,RI-500,5853911
2009,SC-501,3457893
2009,SC-502,2315475
2009,SD-500,1613065
2009,SC-500,730422
2009,SC-503,859181
2009,SC-504,307230
2009,CT-506,1425722
2009,DC-500,19507419
2009,DE-500,5350424
2009,CT-502,5241458
2009,CT-510,348848
2009,CT-512,1605944
2009,FL-520,78143
2009,FL-501,4787933
2009,FL-511,1090432
2009,FL-600,28727652
2009,FL-506,1147955
2009,FL-508,793630
2009,FL-602,178648
2009,CT-509,1584355
2009,CO-500,2705207
2009,CO-504,1786451
2009,CO-503,14016696
2009,CA-525,13339
2009,CA-507,2487918
2009,CA-513,1285601
2009,CT-505,4353541
2009,CT-503,4733258
2009,CT-508,1688530
2009,CT-504,977134
2009,CT-500,924469
2009,CT-507,1727390
2009,CT-501,5678401
2009,FL-606,330761
2009,FL-519,223734
2009,FL-605,4698760
2009,FL-505,587000
2009,FL-500,513106
2009,FL-518,157935
2009,FL-601,8997515
2009,GA-500,10401718
2009,GA-503,692917
2009,GA-504,612781
2009,GA-505,1303632
2009,GA-506,1617109
2009,GA-501,12397207
2009,GA-507,3579765
2009,FL-502,3862941
2009,FL-512,152400
2009,FL-507,5213081
2009,FL-513,860271
2009,FL-503,1244179
2009,FL-603,2265670
2009,FL-509,1311036
2009,FL-604,502028
2009,FL-516,76199
2009,FL-517,207499
2009,FL-510,4049906
2009,FL-514,331078
2009,FL-504,1374678
2009,FL-515,45222
2009,CA-523,141173
2009,AZ-501,7722164
2009,AZ-500,3474188
2009,CA-505,8694871
2009,AR-505,492445
2009,AR-506,200000
2009,AZ-502,23567138
2009,CA-518,1056450
2009,CA-609,8339270
2009,CA-511,4319487
2009,CA-603,1758756
2009,CA-600,79807125
2009,CA-611,827130
2009,CA-607,2870407
2009,AR-504,303820
2009,AL-502,520531
2009,AL-503,576003
2009,AL-504,1940663
2009,AK-500,2598005
2009,AK-501,669436
2009,AL-500,8185913
2009,AL-505,29297
2009,AR-500,3464972
2009,AR-501,213857
2009,AR-502,21600
2009,AL-506,97087
2009,AL-507,128638
2009,AL-501,3343592
2009,CA-514,6046774
2009,CA-608,6581828
2009,CA-613,261864
2009,CA-516,238787
2009,CA-521,461079
2009,CA-509,1826208
2009,CA-512,5685954
2009,CA-522,548917
2009,CA-510,2713284
2009,CA-517,439570
2009,CA-605,1290858
2009,CA-501,18601756
2009,CA-614,848467
2009,CA-610,5115751
2009,CA-506,1749843
2009,CA-519,403647
2009,CA-508,1668086
2009,CA-504,2300658
2009,CA-601,9295145
2009,CA-502,22470820
2009,CA-602,13188807
2009,CA-500,10057213
2009,CA-606,5987650
2009,CA-503,14783167
2009,CA-515,847129
2009,CA-612,2450512
2009,CA-520,579946
2009,CA-604,3746141
2009,MD-509,611849
2009,MD-600,4786079
2009,MD-510,228595
2009,MD-513,979072
2009,MD-505,2263842
2009,MD-502,790622
2009,MD-506,373221
2009,MD-507,275838
2009,MD-512,526583
2009,MD-601,6920293
2009,MD-500,774993
2009,MD-503,1902036
2009,MD-511,646332
2009,MD-501,20516571
2009,MA-502,1934101
2009,MA-507,405812
2009,MA-505,1691471
2009,MA-511,3059698
2009,MA-517,2405877
2009,MA-520,636113
2009,MA-512,678682
2009,MA-513,1593121
2009,MA-518,1401098
2009,MA-510,1635237
2009,MA-516,8633201
2009,MA-508,831283
2009,MA-503,1389922
2009,MD-504,679407
2009,MI-509,4071149
2009,MI-522,44241
2009,MI-513,245723
2009,MI-506,4681931
2009,MI-512,638486
2009,MI-519,914792
2009,MI-503,899685
2009,MI-507,1457249
2009,MI-515,162034
2009,MN-509,2399485
2009,MI-523,793288
2009,MI-505,2261181
2009,MI-514,418251
2009,MI-511,141418
2009,ME-502,3247625
2009,MI-516,471323
2009,MI-500,7355632
2009,MD-508,1922805
2009,ME-501,1323434
2009,ME-500,5902862
2009,MI-510,1665457
2009,MI-518,269938
2009,MI-501,23773088
2009,MI-502,3731229
2009,MI-517,804960
2009,MI-508,1891277
2009,MI-504,4417190
2009,MA-509,3369941
2009,IL-500,884256
2009,IL-512,1135659
2009,IL-503,814767
2009,IL-514,3614346
2009,IL-518,1067757
2009,IL-507,1402642
2009,IL-515,921303
2009,IL-508,2582070
2009,IL-501,1655382
2009,IL-516,835180
2009,IL-519,626280
2009,IL-511,8477022
2009,IL-504,1788351
2009,IL-506,2961033
2009,IA-502,2569217
2009,IA-501,4570964
2009,IA-500,597775
2009,GU-500,889427
2009,HI-501,8824363
2009,HI-500,1852611
2009,ID-501,2499977
2009,IL-509,591454
2009,IL-517,1325976
2009,IL-502,1955145
2009,ID-500,959355
2009,IL-510,51403295
2009,IL-505,997341
2009,IL-513,638236
2009,LA-507,641272
2009,LA-505,1305975
2009,LA-508,1265590
2009,LA-502,3412325
2009,LA-504,1746124
2009,LA-500,2327254
2009,LA-501,399592
2009,MA-515,1745899
2009,MA-519,799135
2009,MA-504,2108138
2009,MA-500,20203895
2009,MA-506,5358445
2009,MA-501,1241249
2009,LA-503,14226622
2009,IN-503,5011397
2009,KS-507,1003346
2009,KS-501,972791
2009,IL-520,957662
2009,IN-502,13299419
2009,IN-500,1346974
2009,KS-502,2111306
2009,KY-501,7620491
2009,KY-502,1648176
2009,LA-506,2110648
2009,KS-503,1714414
2009,KS-505,258203
2009,KY-500,8548523
2008,NY-505,6847255
2008,NY-600,83930415
2008,NY-524,110455
2008,NV-501,1445591
2008,NV-502,569014
2008,NV-500,5595421
2008,NY-518,2120986
2008,NY-501,1190837
2008,NY-519,232959
2008,NY-512,2163458
2008,NY-603,2553911
2008,NY-601,826603
2008,NY-606,291622
2008,NM-500,4864547
2008,NJ-502,549605
2008,NJ-515,3415987
2008,NJ-511,1669493
2008,NJ-510,714917
2008,NJ-507,1420015
2008,NJ-520,2000
2008,NJ-508,2177167
2008,NJ-512,142560
2008,NJ-513,332658
2008,NM-501,3412438
2008,NJ-500,224587
2008,NJ-505,225371
2008,NJ-503,2428730
2008,NY-607,434987
2008,NY-510,144839
2008,OH-500,12446440
2008,OH-505,6686570
2008,NY-503,2719114
2008,NY-516,12786
2008,NY-517,82137
2008,OH-508,2137139
2008,OH-502,22056776
2008,OH-501,3366464
2008,OH-503,9273519
2008,OH-504,1919864
2008,OH-507,13790919
2008,OH-506,3563121
2008,NY-507,2291656
2008,NY-520,52505
2008,NY-608,511434
2008,NY-522,18375
2008,NY-604,9062646
2008,NY-508,8518030
2008,NY-502,139410
2008,NY-504,418293
2008,NY-523,835452
2008,NY-513,126267
2008,NY-514,129792
2008,NY-605,4137024
2008,NY-500,8859080
2008,NY-602,1905029
2008,MO-600,887243
2008,MO-500,2539177
2008,MS-500,699990
2008,MO-606,4490619
2008,MO-604,8093599
2008,MO-503,153153
2008,MS-501,2806653
2008,NC-501,878592
2008,NC-506,634483
2008,NC-513,375686
2008,MS-503,535142
2008,MT-500,2149136
2008,NC-511,739497
2008,MO-501,10212635
2008,MN-501,4585693
2008,MN-500,7932446
2008,MN-508,410228
2008,MN-509,2411272
2008,MN-503,1288587
2008,MN-506,303357
2008,MN-510,454908
2008,MN-505,674673
2008,MO-602,574128
2008,MO-603,845848
2008,MN-504,219308
2008,MN-511,478086
2008,MN-502,1112210
2008,NC-502,784559
2008,NH-502,1664600
2008,NH-500,2814300
2008,NJ-501,4109624
2008,NE-501,2301358
2008,NE-502,1657373
2008,NH-501,667184
2008,NJ-516,321754
2008,NJ-518,213996
2008,NJ-504,7657532
2008,NJ-519,158390
2008,NJ-506,5093091
2008,NJ-509,1066178
2008,NJ-514,2248678
2008,NE-500,324522
2008,NC-503,1411900
2008,NC-500,1639618
2008,NC-508,241484
2008,NC-504,1236264
2008,NC-516,225187
2008,NC-507,1382473
2008,NC-509,740853
2008,NE-504,340327
2008,NE-505,158770
2008,NE-506,271306
2008,NC-505,3415231
2008,ND-500,1524362
2008,NE-503,116361
2008,OK-502,2318367
2008,VA-502,704778
2008,VA-500,3575615
2008,VA-604,680462
2008,UT-500,1752191
2008,VA-507,1216350
2008,VA-603,569880
2008,VA-508,224457
2008,VA-510,76187
2008,VA-512,109798
2008,VA-513,302685
2008,VA-503,1154864
2008,VA-509,191613
2008,VA-601,5077834
2008,UT-504,939123
2008,TX-607,534293
2008,TX-503,5085813
2008,TX-704,1364493
2008,TX-600,13211272
2008,TX-702,129084
2008,TX-703,598745
2008,TX-601,9568062
2008,TX-504,291333
2008,TX-613,526246
2008,UT-503,710531
2008,TX-500,5619422
2008,TX-610,615690
2008,TX-611,438837
2008,VA-504,350480
2008,WA-507,377599
2008,WI-503,3010684
2008,WI-502,1089317
2008,WA-503,2719106
2008,WA-501,5079032
2008,WA-502,2592785
2008,WI-500,7530805
2008,WV-501,1597596
2008,WV-503,702410
2008,WY-500,339580
2008,WI-501,10297537
2008,WV-508,428269
2008,WV-500,423804
2008,WA-504,4227519
2008,VA-517,67200
2008,VA-518,42000
2008,VA-521,60855
2008,VA-501,2537290
2008,VA-514,117223
2008,VA-505,1621309
2008,VA-600,1161082
2008,VT-500,2256100
2008,WA-500,19683354
2008,WA-508,904806
2008,VA-602,170815
2008,VI-500,487891
2008,VT-501,787264
2008,PA-504,2140521
2008,PA-605,2083809
2008,PA-600,14591737
2008,OR-507,1433638
2008,PA-500,26360293
2008,PA-502,3210223
2008,PA-508,1612455
2008,PA-505,1252318
2008,PA-507,5308871
2008,PA-601,3649246
2008,PA-510,2218070
2008,PA-602,1993024
2008,PA-503,2869247
2008,OR-505,1509994
2008,OK-501,2348230
2008,OK-505,93762
2008,OK-506,94877
2008,OK-503,681631
2008,OK-500,139260
2008,OK-504,242400
2008,OK-507,122446
2008,OR-504,886927
2008,OR-501,9952550
2008,OR-506,1960909
2008,OR-500,2224378
2008,OR-502,319914
2008,OR-503,302996
2008,PA-511,601934
2008,TN-507,1039116
2008,TN-504,3556395
2008,TN-500,2063792
2008,TN-510,450075
2008,TN-503,1615681
2008,TN-501,4599102
2008,TN-502,1193406
2008,TX-700,20069555
2008,TX-701,259686
2008,TX-604,453235
2008,TN-509,824481
2008,TX-603,3665182
2008,TX-501,1012725
2008,TN-506,322675
2008,PA-506,1697752
2008,PR-503,1859632
2008,PR-502,12561288
2008,PA-501,1206164
2008,PA-509,3452045
2008,PA-603,1036069
2008,RI-500,4737444
2008,SC-504,225650
2008,SC-502,783480
2008,SD-500,378848
2008,SC-500,336995
2008,SC-503,754529
2008,SC-501,3227115
2008,MI-515,122505
2008,CT-505,3398017
2008,CT-506,1367979
2008,DC-500,18828068
2008,CT-502,4388037
2008,CT-510,348849
2008,CT-512,1383727
2008,DE-500,5350442
2008,FL-508,604716
2008,FL-501,3960156
2008,FL-602,132231
2008,FL-520,78143
2008,FL-600,24846947
2008,FL-506,311105
2008,CT-509,1356777
2008,CA-518,949454
2008,CO-504,1225103
2008,CO-503,14212456
2008,CA-507,2386098
2008,CA-505,8804882
2008,CA-513,1147292
2008,CO-500,2351332
2008,CT-501,5060410
2008,CT-508,1585296
2008,CT-504,929351
2008,CT-500,666684
2008,CT-507,1516379
2008,CT-503,4553064
2008,FL-511,931550
2008,FL-518,157935
2008,FL-605,4382393
2008,FL-519,223735
2008,FL-517,208579
2008,FL-500,515813
2008,FL-601,9245491
2008,FL-505,587000
2008,GA-503,570905
2008,GA-504,451828
2008,GA-500,9408317
2008,GA-506,1482204
2008,GA-501,11119822
2008,GA-507,3263282
2008,FL-502,3562929
2008,FL-509,985804
2008,FL-507,5762161
2008,FL-512,152400
2008,FL-606,330763
2008,FL-503,1244179
2008,FL-603,2115801
2008,FL-513,860271
2008,FL-515,45222
2008,FL-516,76199
2008,FL-510,3909882
2008,FL-604,450664
2008,FL-504,1329482
2008,FL-514,169785
2008,AZ-502,24575654
2008,AZ-500,3062599
2008,CA-600,68902729
2008,AR-506,200000
2008,AR-500,3257514
2008,AZ-501,6634304
2008,CA-603,3488659
2008,CA-602,13765384
2008,CA-609,847516
2008,CA-601,8885263
2008,CA-611,536108
2008,CA-502,20181706
2008,CA-607,2763175
2008,AR-505,268733
2008,AL-502,520531
2008,AL-503,563499
2008,AL-504,1877037
2008,AK-500,2683141
2008,AK-501,578094
2008,AL-500,7140131
2008,AL-505,29297
2008,AR-501,93485
2008,AR-502,21600
2008,AR-504,303820
2008,AL-506,90070
2008,AL-501,3197737
2008,AL-507,128638
2008,CA-511,4255762
2008,CA-610,5303405
2008,CA-516,147691
2008,CA-522,401584
2008,CA-512,5176063
2008,CA-509,1653868
2008,CA-613,252711
2008,CA-614,851732
2008,CA-524,30300
2008,CA-525,13339
2008,CA-526,221373
2008,CA-510,2473902
2008,CA-517,383554
2008,CA-523,111173
2008,CA-515,517825
2008,CA-519,204826
2008,CA-504,1868910
2008,CA-612,2215840
2008,CA-514,5828408
2008,CA-500,9481673
2008,CA-508,1433638
2008,CA-606,6319084
2008,CA-506,1584013
2008,CA-608,6560572
2008,CA-521,415045
2008,CA-503,14402430
2008,CA-520,81163
2008,CA-501,19869348
2008,GA-505,1192067
2008,MD-502,725946
2008,MD-509,528396
2008,MD-600,4199492
2008,MA-514,478295
2008,MD-513,937895
2008,MD-505,1875660
2008,MD-510,228595
2008,MD-501,20495134
2008,MD-511,615040
2008,MD-507,206981
2008,MD-506,347135
2008,MD-500,734803
2008,MD-503,1693391
2008,MA-506,5308063
2008,MA-507,411536
2008,MA-505,1719678
2008,MA-516,8279398
2008,MA-517,1936376
2008,MA-520,680523
2008,MA-502,1729837
2008,MA-512,523164
2008,MA-513,1545203
2008,MA-518,1130802
2008,MA-510,1536946
2008,MA-500,20668036
2008,MA-508,789890
2008,MA-503,1313138
2008,MD-601,6892928
2008,MI-512,674355
2008,MI-519,883219
2008,MI-509,3969869
2008,MI-506,4490275
2008,MI-518,125444
2008,MI-511,89511
2008,MI-522,44241
2008,MI-523,779290
2008,MI-507,1576476
2008,MI-514,420228
2008,MI-503,796509
2008,MI-513,245723
2008,MI-505,2774362
2008,MI-502,4128516
2008,ME-501,1171922
2008,ME-500,5428526
2008,ME-502,2932663
2008,MD-512,522791
2008,MD-508,1722860
2008,MD-504,651702
2008,MI-500,6197229
2008,MI-504,4211768
2008,MI-508,1888399
2008,MI-517,804960
2008,MI-516,471035
2008,MI-510,1582794
2008,MI-501,24097846
2008,IL-512,999121
2008,IL-500,884259
2008,IL-511,8471712
2008,IL-514,3197044
2008,IL-518,425210
2008,IL-507,1400482
2008,IL-503,758500
2008,IL-508,2220963
2008,IL-501,1498440
2008,IL-516,796480
2008,IL-515,925583
2008,IL-519,626857
2008,IL-504,1786314
2008,IL-506,2884055
2008,IA-502,2975646
2008,IA-501,4212013
2008,IA-500,677838
2008,GU-500,779815
2008,HI-501,7972796
2008,HI-500,1188255
2008,ID-500,926135
2008,IL-509,580438
2008,IL-502,1609163
2008,IL-517,1294466
2008,ID-501,2589834
2008,IL-505,974472
2008,IL-510,47955095
2008,IL-513,554728
2008,LA-507,641273
2008,LA-505,1065404
2008,LA-508,1282437
2008,LA-502,2999078
2008,LA-504,2239197
2008,LA-500,2121580
2008,LA-501,393743
2008,MA-504,1829372
2008,MA-509,3284400
2008,MA-511,2827599
2008,MA-501,1191794
2008,MA-515,1639755
2008,MA-519,738525
2008,LA-506,2110648
2008,IN-503,4211552
2008,KS-507,1005852
2008,KS-501,979292
2008,IL-520,1108501
2008,IN-502,6491989
2008,IN-500,1186640
2008,KS-502,1922662
2008,KY-500,7353563
2008,KY-502,1474753
2008,LA-503,15662036
2008,KS-503,2005628
2008,KS-505,379195
2008,KY-501,6430532
2007,NV-500,6531440
2007,NY-600,83326595
2007,NY-524,89736
2007,NV-502,542909
2007,NM-501,3054759
2007,NM-500,4631028
2007,NV-501,1426092
2007,NY-501,606780
2007,NY-512,2147155
2007,NY-604,11379874
2007,NY-601,574915
2007,NY-511,1467462
2007,NY-518,1333080
2007,NY-603,3862017
2007,NJ-502,497516
2007,NJ-515,3025676
2007,NJ-511,2606888
2007,NJ-520,2000
2007,NJ-510,891451
2007,NJ-519,150544
2007,NJ-507,1463795
2007,NJ-512,139550
2007,NJ-501,4275812
2007,NJ-513,317101
2007,NJ-505,241222
2007,NJ-508,1769888
2007,NJ-500,168080
2007,NJ-503,2273669
2007,NY-510,259133
2007,OH-508,1071538
2007,OH-507,10517896
2007,NY-517,82137
2007,NY-505,5609652
2007,NY-514,127211
2007,NY-516,16424
2007,OH-501,1402971
2007,OH-505,5477450
2007,OH-500,10391825
2007,OH-503,7741865
2007,OH-504,1407066
2007,OH-502,22117429
2007,OH-506,3274250
2007,NY-605,6572494
2007,NY-608,492457
2007,NY-520,51269
2007,NY-502,136837
2007,NY-519,229391
2007,NY-607,435150
2007,NY-508,9598475
2007,NY-513,22256
2007,NY-503,2441356
2007,NY-507,1842622
2007,NY-523,870353
2007,NY-504,409941
2007,NY-500,7930010
2007,NY-602,1868305
2007,MO-601,37356
2007,MO-500,570600
2007,MO-602,531463
2007,MO-600,758315
2007,MO-603,779441
2007,MO-606,2054128
2007,MO-604,7531869
2007,NC-511,727948
2007,NC-501,957952
2007,NC-506,623947
2007,MT-500,2155765
2007,MS-500,846807
2007,MS-501,2795018
2007,MS-503,176559
2007,MN-507,344469
2007,MN-508,330231
2007,MN-510,237825
2007,MN-506,172076
2007,MN-503,761329
2007,MN-501,3871710
2007,MN-500,7338897
2007,MN-509,1919783
2007,MN-512,118665
2007,MO-501,10198965
2007,MN-505,1058854
2007,MN-504,242396
2007,MN-511,230389
2007,MN-502,1133477
2007,NH-502,1628604
2007,NH-500,2254842
2007,NH-501,476411
2007,NE-502,1630861
2007,NE-506,27171
2007,NE-500,320949
2007,NE-501,1342349
2007,NJ-517,3000
2007,NJ-518,200187
2007,NJ-504,6641208
2007,NJ-514,1838017
2007,NJ-506,4081690
2007,NJ-516,169824
2007,NJ-509,1072778
2007,NC-507,2366654
2007,NC-503,5718802
2007,NC-500,1441396
2007,NC-516,222416
2007,NC-513,278923
2007,NC-502,777316
2007,NC-504,1220000
2007,NE-503,116361
2007,NE-504,333364
2007,NE-505,62960
2007,ND-500,1319578
2007,NC-508,240792
2007,NC-505,2861589
2007,NC-509,447972
2007,VA-502,699122
2007,VA-500,3164333
2007,VA-604,318456
2007,VA-603,566082
2007,UT-504,811199
2007,UT-500,4045648
2007,VA-507,1103308
2007,VA-510,48450
2007,VA-512,109796
2007,VA-513,220128
2007,VA-509,176563
2007,VA-508,224457
2007,VA-503,1335810
2007,VA-601,4794107
2007,TX-503,3741917
2007,TX-601,9665648
2007,TX-704,1183283
2007,TX-607,534292
2007,TX-604,84000
2007,TX-702,146312
2007,TX-703,584930
2007,TX-504,194202
2007,TX-613,387192
2007,UT-503,550344
2007,TX-611,228766
2007,TX-500,5624182
2007,TX-610,535282
2007,TX-603,2605914
2007,WA-507,333821
2007,WI-502,1079216
2007,WI-500,6785053
2007,WA-506,304039
2007,WA-503,1955107
2007,WA-500,20158397
2007,WA-502,2258936
2007,WV-501,1282701
2007,WV-503,602507
2007,WY-500,337802
2007,WV-500,173532
2007,WI-501,10088454
2007,WI-503,2778827
2007,WV-508,225275
2007,VA-518,42000
2007,VA-521,60855
2007,VA-600,932271
2007,VA-517,48450
2007,VA-504,204527
2007,VA-501,2572851
2007,VA-505,1429905
2007,WA-508,741826
2007,WA-504,4019750
2007,WA-501,4301638
2007,VT-501,765755
2007,VA-602,168339
2007,VI-500,168424
2007,VT-500,1743018
2007,PA-605,1834182
2007,PA-600,12643707
2007,PA-508,1601200
2007,PA-504,2244276
2007,OR-507,1181114
2007,OR-500,2156894
2007,PA-502,3161367
2007,PA-601,4566803
2007,PA-507,5485817
2007,PA-503,1185821
2007,PA-505,1220924
2007,PA-510,1858584
2007,PA-602,1737166
2007,PA-500,25241613
2007,OK-501,2339341
2007,OK-505,43632
2007,OK-506,106367
2007,OK-504,172010
2007,OK-502,2300735
2007,OK-503,551255
2007,OK-500,360473
2007,OR-501,6171669
2007,OR-506,1735792
2007,OR-505,552600
2007,OR-504,726978
2007,OK-507,119402
2007,OR-502,314266
2007,OR-503,296759
2007,TN-512,65026
2007,TN-507,964881
2007,TN-504,3302375
2007,TN-501,4865244
2007,TN-506,165653
2007,TN-510,394067
2007,TN-503,1612861
2007,TX-501,1009759
2007,TX-600,11936956
2007,TX-701,254983
2007,TX-700,19783107
2007,TN-500,1061656
2007,TN-502,1199244
2007,TN-509,635997
2007,PA-506,748655
2007,PR-503,1520021
2007,PR-502,3810095
2007,PA-603,865256
